Title,Address,Halal,Muslim Owned,Food Court,Mixed Food Court,Type of Food,Rating,Latitude,Longitude
Green Chilli Chicken Rice @ Chomp Chomp Food Centre,"20 Kensington Park Rd, Singapore 557269 #01-13",No,Yes,No,Yes,"Indonesian, Asian",5.0/5.0 (1 reviews),1.364232525,103.866527
Hot Pan Sizzler @ Vistapoint (Kopitiam),"548 Woodlands Drive 44, Singapore 730548 #01-21",No,Yes,No,Yes,"BBQ, Hotpan Dishes",5.0/5.0 (2 reviews),1.430999316,103.7941016
Hot Pan Sizzler @ Northpoint City (Cantine),"930 Yishun Ave 2, Singapore 769098 #02-101/102/103",No,Yes,No,Yes,"BBQ, Hotpan Dishes",5.0/5.0 (1 reviews),1.429244143,103.8361072
Meat House Grill @ Clementi Avenue 6 (Kopitiam),"209b Clementi Ave 6, Singapore 122209 #01-10",No,Yes,No,Yes,"Western, Italian, Fusion",4.4/5.0 (5 reviews),1.323071833,103.7638587
Meat House Grill @ Woodlands Street 13 (Food Paradise),"182 Woodlands Street 13, Singapore 730182 #01-06",No,Yes,No,Yes,"Western, Italian, Fusion",3.5/5.0 (2 reviews),1.435158951,103.7760233
Al Izhan Indian Muslim @ Clementi Avenue 6 (Kopitiam),"209b Clementi Ave 6, Singapore 122209",No,Yes,No,Yes,Indian,0/5.0 (0 reviews),1.323071833,103.7638587
Yu Ni Xiang Yu @ Changi Airport Terminal 3 (Kopitiam),"65 Airport Boulevard, Singapore 819663â£ #B2-03",Yes,No,No,Yes,"Seafood, Chinese, Chongqing Grilled Fish",0/5.0 (0 reviews),1.356406287,103.9862118
Ayam Bakar @ Seah Im Food Centre,"2 Seah Im Rd, Singapore 099114",No,Yes,No,Yes,"BBQ, Indonesian",4.8/5.0 (19 reviews),1.266568132,103.819248
Ding's Hainanese Chicken Rice @ Seah Im Food Centre,"2 Seah Im Rd, Singapore 099114 #01-33",Yes,No,No,Yes,Asian,4.3/5.0 (23 reviews),1.266568132,103.819248
Al-Hussain Restaurant @ Tampines Street 81,"822 Tampines Street 81, Singapore 520822",No,Yes,Yes,No,"Indian, Thai",3.8/5.0 (854 reviews),1.348342344,103.9343798
Mohamad Arafat Muslim Food @ Seah Im Food Centre,"2 Seah Im Rd, Singapore 099114 #01-48",No,Yes,No,Yes,Indian,4.5/5.0 (2 reviews),1.266568132,103.819248
Nasi Lemak Hijau @ Seah Im Food Centre,"2 Seah Im Rd, Singapore 099114 #01-38",Yes,No,No,Yes,Malay,1.0/5.0 (1 reviews),1.266568132,103.819248
Fiie's Cafe @ Holland Drive,43 Holland Drive,No,Yes,Yes,No,"Malay, Nasi Ayam Goreng",0/5.0 (0 reviews),1.307434111,103.7928976
Al Hayat Indian Muslim Food,"107 Tampines St. 11, Singapore 521107 #01-361",No,Yes,No,Yes,"Indian, Opens 24 Hours",0/5.0 (0 reviews),1.3483643,103.9481588
Asia Ghani Jamu Selera Chicken Rice @ Jurong West Street 91,"1 Jurong West Street 91, Singapore 640964",No,Yes,No,Yes,Malay,3.1/5.0 (16 reviews),1.342989405,103.6918642
Asia Ghani Jamu Selera Chicken Rice @ Canberra Street,"105 Canberra St, Singapore 752106",No,Yes,No,Yes,Malay,4.5/5.0 (4 reviews),1.448855647,103.8324092
Asia Ghani Jamu Selera Chicken Rice @ 888 Plaza,"888 Woodlands Drive 50, Singapore 730888",No,Yes,No,Yes,Malay,3.9/5.0 (23 reviews),1.437123015,103.7953144
Soldier Chicken @ Jurong Gateway Road,"130 Jurong Gateway Road, Singapore 600130",Yes,No,No,Yes,"Western, Chicken",0/5.0 (0 reviews),1.334724905,103.7393213
Soldier Chicken @ Ang Mo Kio Avenue 3,"122 Ang Mo Kio Avenue 3, Singapore 560122",Yes,No,No,Yes,"Western, Chicken",4.4/5.0 (13 reviews),1.370188607,103.8434132
$5 Western @ Upper Boon Keng Road,"5 Upper Boon Keng Rd, Singapore 380005 #01-01",Yes,No,No,Yes,"American, Western",3.7/5.0 (120 reviews),1.312640145,103.8724919
$5 Western @ Wave 9,"71 Woodlands Industrial Park E9, Singapore 757048 #01-04",Yes,No,No,Yes,"American, Western",4.4/5.0 (8 reviews),1.448535946,103.7974488
Turkish Kebab by Daddy Kebab @ Pasir Ris Central Hawker Centre,"110 Pasir Ris Central, Singapore 519641 #01-22",No,Yes,No,Yes,"Mediterranean, Turkish",4.9/5.0 (71 reviews),1.373472521,103.9515713
Project Penyek @ Senja Hawker Centre,"2 Senja Cl, Singapore #02-17",No,Yes,No,Yes,Malay,3.6/5.0 (19 reviews),1.3871941,103.761084
Aroma Nasi Lemak @ Eunos Crescent Food Centre,"4a Eunos Cres, Singapore 402004 #01-08",No,Yes,No,Yes,Malay,4.0/5.0 (13 reviews),1.32033126,103.9042565
Just Lazzat @ Bedok North Street 1 (My Kampung),"11 Bedok North Street 1, Singapore 469662 #01-29",Yes,No,No,Yes,"Fusion, Malay, Beef, Lamb, BBQ, Asian, Chicken, Indonesian, Opens 24 Hours",3.7/5.0 (27 reviews),1.326623886,103.9318062
Hajmeer Kwaja Muslim Food @ Maxwell Food Centre,"1 Kadayanallur St, Singapore 069184",No,Yes,No,Yes,"Indian, Mediterranean, Asian",4.0/5.0 (55 reviews),1.2803315,103.8447473
Ayesha's Kitchen @ Cecil Street,"141 Cecil St, #01-02, Singapore 069541 #01-02",No,Yes,Yes,No,"Indian, Asian, BBQ, Mediterranean, Singaporean",4.0/5.0 (19 reviews),1.2792562,103.8484118
Kak Ngah Kitchen @ Market Street Hawker Centre,"88 Market St, Singapore",No,Yes,No,Yes,Malay,2.0/5.0 (2 reviews),1.2839001,103.850006
Warung Istimewa @ Market Street Hawker Centre,"50 Market St, Singapore 048940 #03-16",No,Yes,No,Yes,Western,4.9/5.0 (9 reviews),1.284967,103.850253
Selera Bonda @ Market Street Hawker Centre,"88 Market St, Singapore #02-11",No,Yes,No,Yes,Malay,5.0/5.0 (2 reviews),1.2839001,103.850006
Kejora Nasi Padang @ Market Street Hawker Centre,"88 Market St, Singapore 048948",No,No,No,Yes,"Malay, Indonesian",4.2/5.0 (10 reviews),1.283900065,103.850006
Mom's Kitchen @ Market Street Hawker Centre,"88 Market St, CapitaSpring, Singapore 048948",No,Yes,No,Yes,"Malay, Thai",3.8/5.0 (4 reviews),1.2839001,103.850006
786 Char Kway Teow @ Bukit Merah Hawker Centre,"115 Bukit Merah View, #01-28, Singapore 151115 #01-28",No,Yes,No,Yes,Chinese,4.4/5.0 (516 reviews),1.2855045,103.8218233
Firdaus Prata & Briyani House @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503 #01-50",No,Yes,No,Yes,Indian,2.9/5.0 (11 reviews),1.311584337,103.759907
M. Mohamed Ismail @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503",No,Yes,No,Yes,"Indian, Mutton Chop",3.7/5.0 (10 reviews),1.311584337,103.759907
A. Rashid Khan @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503",No,Yes,No,Yes,"Indian, Mutton Soup",4.5/5.0 (14 reviews),1.311584337,103.759907
N.M. Abdul Rahim @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503 #01-60",No,Yes,No,Yes,Indian,3.6/5.0 (14 reviews),1.311584337,103.759907
Taman Selera West Coast @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503 #01-65",No,Yes,No,Yes,"Malay, Mee Rebus",4.1/5.0 (14 reviews),1.311584337,103.759907
Liza Nasi Padang @ Kim Keat Food Centre,"22 Lor 7 Toa Payoh, Singapore 310022 #01-44",No,Yes,No,Yes,Malay,4.8/5.0 (17 reviews),1.335382613,103.8570037
Habib's Rojak @ Kim Keat Food Centre,"22 Lor 7 Toa Payoh, Singapore 310022 #01-56",No,Yes,No,Yes,Indian,4.7/5.0 (3 reviews),1.335382613,103.8570037
Habib's Rojak @ Ayer Rajah Food Centre,"503A W Coast Dr, Singapore 121503 #01-03",No,Yes,No,Yes,Indian,3.9/5.0 (76 reviews),1.311584337,103.759907
Ibrahim Stall Shenton Way Power @ Ayer Rajah Food Centre,"503a W Coast Dr, Singapore 121503 #01-74",No,Yes,No,Yes,Indian,4.9/5.0 (11 reviews),1.311584337,103.759907
Noor Ali Nasi Padang @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503 #75",No,Yes,No,Yes,Malay,5.0/5.0 (1 reviews),1.311584337,103.759907
Adam A Rojak @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503 #01-79",Yes,No,No,Yes,Indian,4.9/5.0 (187 reviews),1.311584337,103.759907
Mbakyu Nasi Padang Warong Pojok @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503 #01-80",No,Yes,No,Yes,"Malay, Indonesian",5.0/5.0 (8 reviews),1.311584337,103.759907
Mohamed Raihan @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503 #01-70",No,Yes,No,Yes,Indian,3.9/5.0 (7 reviews),1.311584337,103.759907
Five Star Fast Food @ Golden Mile Food Centre,"505 Beach Rd, Singapore 199583 #B1-18",No,Yes,No,Yes,"Indian, Western",4.8/5.0 (10 reviews),1.303141753,103.8638776
Five Star Fast Food @ Taman Jurong Food Centre,"3 Yung Sheng Rd, Singapore 618499 #02-99",No,Yes,No,Yes,"Indian, Western",3.0/5.0 (12 reviews),1.334682665,103.7216193
Aysha Food Corner @ Marsiling Mall Hawker Centre,"Woodlands Street 12, Singapore #01-41",No,Yes,No,Yes,"Indian, Thai, Western",3.3/5.0 (6 reviews),1.434551711,103.7797156
Five Star Fast Food @ Marsiling Mall Hawker Centre,"Woodlands Street 12, Singapore 738620 #01-40",No,Yes,No,Yes,"Indian, Western",3.3/5.0 (42 reviews),1.434551711,103.7797156
Arabica Kebab @ Marsiling Mall Hawker Centre,"Woodlands Street 12, Singapore 738623 #01-38",No,Yes,No,Yes,Middle Eastern,4.6/5.0 (41 reviews),1.434551711,103.7797156
Mel's Western @ Marsiling Mall Hawker Centre,"4 Woodlands Street 12, Singapore 738623 #01-37",No,Yes,No,Yes,Western,2.0/5.0 (8 reviews),1.433543181,103.7798819
Bhai's Chapati & Biryani @ Marsiling Mall Hawker Centre,"4 Woodlands Street 12, Singapore 738620 #01-43",No,Yes,No,Yes,Indian,4.3/5.0 (12 reviews),1.433543181,103.7798819
Nurul Nasi Briyani Power @ Changi Village Hawker Centre,"3 Changi Village Rd, Singapore 500003 #01-48",No,Yes,No,Yes,Malay,2.8/5.0 (4 reviews),1.389658343,103.9880918
Sinar Murni @ Changi Village Hawker Centre,"Blk 3 Changi Village Rd, Singapore 500003 #01-75",No,Yes,No,Yes,"Malay, Snacks, Popiah",5.0/5.0 (2 reviews),1.389658343,103.9880918
Al-Baik Halal Western @ Changi Village Hawker Centre,"3 Changi Village Rd, Singapore 500003 #01-77",No,Yes,No,Yes,Western,4.5/5.0 (2 reviews),1.389658343,103.9880918
Zayyan Ash Shakur Muslim Foods @ Changi Village Hawker Centre,"2 Changi Village Rd, Singapore 500002 #01-78",No,Yes,No,Yes,Indian,5.0/5.0 (2 reviews),1.389151649,103.9882452
Warung Nenek @ Changi Village Hawker Centre,"3 Changi Village Rd, Singapore 500003 #01-73",No,Yes,No,Yes,"Malay, Snacks",4.9/5.0 (10 reviews),1.389658343,103.9880918
Yang's Epok Epok @ KINEX,"11 Tanjong Katong Rd, Singapore 436950  #B1-K8",No,Yes,No,Yes,"Chicken, Beef, Malay",3.7/5.0 (10 reviews),1.314618499,103.894738
An-Nur Shenton Way Special @ Upper Serangoon Road,"768 Upper Serangoon Rd, Singapore 534636",No,Yes,No,Yes,"Indian, Mee Combo",4.0/5.0 (16 reviews),1.354231042,103.8789493
Telur Thai @ Northpoint City (North Wing),"930 Yishun Avenue 2, Singapore 769098 #B2-12",Yes,No,No,Yes,Thai,0/5.0 (0 reviews),1.429244143,103.8361072
Telur Thai @ Singapore General Hospital (Block 6),"6 Outram Road, Singapore 169608 #01",Yes,No,No,Yes,Thai,0/5.0 (0 reviews),1.280617796,103.8390632
Telur Thai @ Tampines Mall (Kopitiam),"4 Tampines Central 5, Singapore 529510 #04-27/28/29",Yes,No,No,Yes,Thai,0/5.0 (0 reviews),1.352504683,103.9446826
Telur Thai @ IMM (Kopitiam),"2 Jurong East Street 21, Singapore 609601 #03-55",Yes,No,No,Yes,Thai,4.0/5.0 (11 reviews),1.334917588,103.7468771
Telur Thai @ Paya Lebar Square (Cantine),"60 Paya Lebar Rd, Singapore 409051 #B1-51",Yes,No,No,Yes,Thai,2.3/5.0 (15 reviews),1.31881487,103.8925808
Telur Thai @ Hillion Mall (Kopitiam),"17 Petir Rd, Singapore 678278 #02-15, Stall 17",Yes,No,No,Yes,Thai,2.2/5.0 (37 reviews),1.378431008,103.7628428
BAKAR @ Greenridge Shopping Centre,"524 Jelapang Road, Singapore 671524 #01-03",Yes,No,No,Yes,"Indonesian, BBQ, Ayam Bakar",0/5.0 (0 reviews),1.386135496,103.7658635
Fork and Spoon @ Woodlands Mart,"768 Woodlands Ave 6, #01-32, Singapore 730768 #01-32",Yes,No,No,Yes,"Singaporean, Asian, Chicken, Indonesian, Chinese, Seafood, Healthy, Vegetarian",4.0/5.0 (984 reviews),1.3320348,103.8493387
Fork and Spoon @ HDB Hub,"470 Lor 6 Toa Payoh, Singapore 310470 #02-70",Yes,No,No,Yes,"Singaporean, Asian, Chicken, Indonesian, Chinese, Seafood, Healthy, Vegetarian",4.2/5.0 (984 reviews),1.332034739,103.8493387
Cantine by Kopitiam @ Canberra Plaza,"133 Canberra View, Singapore 750133 #01-21/22/23",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",2.4/5.0 (75 reviews),1.443495445,103.8303454
Cantine by Kopitiam @ Greenridge Shopping Centre,"524A Jelapang Rd, Singapore 671524",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",3.7/5.0 (116 reviews),1.385295563,103.7661705
Cantine by Kopitiam @ Northshore Plaza 2,"418 Northshore Dr, Singapore 820418 #02-07/08/09",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",3.4/5.0 (306 reviews),1.417961431,103.9013218
Cantine Corner by Kopitiam @ Admiralty Place,"678A Woodlands Ave 6, Singapore 731678",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",3.1/5.0 (34 reviews),1.440363676,103.8015374
Cantine by Kopitiam @ Jurong Point (JP1),"1 Jurong West Central 2, Singapore 648886 #B1-42/43/44",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",3.8/5.0 (728 reviews),1.339452004,103.706685
Cantine by Kopitiam @ Causeway Point,"1 Woodlands Square, Singapore 738099 #07-03",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",3.9/5.0 (703 reviews),1.436007845,103.7856887
Cantine by Kopitiam @ Paya Lebar Square,"60 Paya Lebar Rd, Singapore 409051 #B1-51",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",3.4/5.0 (443 reviews),1.31881487,103.8925808
Cantine by Kopitiam @ Northpoint City,"930 Yishun Ave 2, Singapore 769098 #02-101/102/103",Yes,No,Yes,No,"Western, Asian, Beverages, Vegetarian, Chicken, Seafood, Chinese, Japanese, Korean, Indian, Thai, Italian, American, Indonesian, Beef, Lamb",4.0/5.0 (893 reviews),1.429244143,103.8361072
Bounce Teochew Fishball Noodles @ Northshore Plaza 2,"418 Northshore Dr, Singapore 820418 #02-07/08/09",Yes,No,No,Yes,"Asian, Chinese",0/5.0 (0 reviews),1.417961431,103.9013218
ABC Eating House @ Tampines Street 21,"201d Tampines Street 21, Singapore 524201 #01-1105",No,Yes,Yes,No,"Malay, Indian",3.0/5.0 (262 reviews),1.352262314,103.9535865
ABC Eating House @ Elias Mall,"625 Elias Rd, Singapore 510625",No,Yes,Yes,No,Opens 24 Hours,2.2/5.0 (71 reviews),1.37860239,103.9419782
Harummanis Muslim Food @ Teck Whye Lane,"145 Teck Whye Ln, Singapore 680145",No,Yes,No,Yes,Malay,2.0/5.0 (33 reviews),1.3813747,103.7524688
TWO GUYS @ Seah Im Food Centre,"2 Seah Im Rd, Singapore 099114 #01-28",No,Yes,No,Yes,"Middle Eastern, Western",4.9/5.0 (65 reviews),1.266568132,103.819248
Super Shiok Nasi Lemak @ Tiong Bahru Food Centre,"30 Seng Poh Rd, Singapore 168898 #02-38",Yes,No,No,Yes,Malay,4.2/5.0 (42 reviews),1.284685992,103.8324216
Super Shiok Nasi Lemak @ Chinatown Complex,"335 Smith St, Singapore 050335 #02-132",Yes,No,No,Yes,Malay,3.3/5.0 (15 reviews),1.282274961,103.8432385
Super Shiok Nasi Lemak @ Bendemeer Market & Food Centre,"29 Bendemeer Rd, Singapore 330029 #01-13",Yes,No,No,Yes,Malay,3.9/5.0 (29 reviews),1.319216679,103.8630209
Tasty Wok @ Tampines Street 44,"478 Tampines Street 44, Singapore 520478 #01-221",Yes,No,No,Yes,Chinese,0/5.0 (0 reviews),1.361318946,103.9531259
Tasty Wok @ Loyang Point (Koufu),"258 Pasir Ris Street 21, Singapore 510258 #02-09",Yes,No,No,Yes,Chinese,1.9/5.0 (42 reviews),1.367066342,103.9646356
Tasty Wok @ Eunos Crescent,"1A Eunos Cres, Singapore 401001",Yes,No,No,Yes,Chinese,3.2/5.0 (36 reviews),1.321290305,103.9027278
Mala Wok by Tasty Wok (Bedok Food Centre),"1 Bedok Rd, Singapore 469572",Yes,No,No,Yes,Chinese,4.8/5.0 (13 reviews),1.321236658,103.9286766
Tasty Wok @ Changi Road (Foodhub),"60 Changi Rd, Singapore 419712",Yes,No,No,Yes,Chinese,2.6/5.0 (5 reviews),1.316362894,103.8995274
Mohamadia (Indian Muslim Food) @ Clementi Avenue 2,"353 Clementi Ave 2, Singapore 120353",No,Yes,No,Yes,Indian,4.6/5.0 (14 reviews),1.31437918,103.7709196
Fitra Chicken Rice @ Westgate (Food Junction),"3 Gateway Dr, Singapore 608532 B1",Yes,No,No,Yes,"Asian, Chicken, Singaporean",0/5.0 (0 reviews),1.33415752,103.7427665
Mohamed Hanifa @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503",No,Yes,No,Yes,Indian,1.0/5.0 (1 reviews),1.311584337,103.759907
ABANG By Pondok Abang @ Botanical Gardens (Sprouts Food Place),"1j Cluny Rd, Singapore 259607",No,Yes,No,Yes,Malay,0/5.0 (0 reviews),1.316944454,103.818339
ABANG By Pondok Abang @ Clementi Avenue 3,"448 Clementi Ave 3, Singapore 120448 #01-03",No,Yes,No,Yes,Malay,3.5/5.0 (28 reviews),1.313319693,103.7645172
Indo Express @ Millage,"55 Changi Rd, Singapore 419709 #01-03",Yes,No,Yes,No,Indonesian,4.0/5.0 (4 reviews),1.316916263,103.8989898
Indo Express @ Lucky Plaza,"304 Orchard Rd, Singapore 238863 #01-71",Yes,No,Yes,No,Indonesian,3.7/5.0 (78 reviews),1.304485791,103.8339419
Indo Express @ Northshore Plaza II (Cantine),"418 Northshore Drive, Singapore 820418 #02-07",Yes,No,Yes,No,Indonesian,1.7/5.0 (3 reviews),1.417961431,103.9013218
Little Sayang @ Toa Payoh Industrial Park,"9 Toa Payoh Industrial Park, Singapore 319061",Yes,No,No,Yes,"Western, Malay, Fusion",4.1/5.0 (48 reviews),1.336745062,103.860128
Warong Kim's Seafood @ Woodlands Street 13,"182 Woodlands Street 13, Singapore",Yes,No,No,Yes,"Seafood, Singaporean, Chicken, Beef, Vegetarian, , Asian",3.4/5.0 (12 reviews),1.435158951,103.7760233
SAFA Indian Muslim Food @ Woodlands Street 13,"182 Woodlands Street 13, Singapore 730182 #01-06",No,Yes,No,Yes,Indian,1.5/5.0 (20 reviews),1.435158951,103.7760233
Salai by Meatdrop @ Joo Chiat Road,"82 Joo Chiat Rd, Singapore 427379",No,Yes,Yes,No,Western,4.4/5.0 (80 reviews),1.314467385,103.8986235
Shawarma N Kebab and Sweets @ Buangkok Hawker Centre,"70 Compassvale Bow, Singapore 544692",No,Yes,No,Yes,Middle Eastern,0/5.0 (0 reviews),1.383894176,103.8924188
Kerabu by Arang @ Yishun Park Hawker Centre,"51 Yishun Ave 11, Singapore 768867 #01-04",No,Yes,No,Yes,"Malay, Nasi Kerabu",4.3/5.0 (40 reviews),1.424987863,103.8447475
HumFull Prawn Laksa @ Yishun Street 51,"513 Yishun St 51, Singapore 760513",Yes,No,No,Yes,Asian,4.4/5.0 (195 reviews),1.416004869,103.8442517
Al Hafiz Indian Muslim Food @ Anchorvale Crescent,"338 Anchorvale Cres, Singapore 544651",No,Yes,No,Yes,Indian,2.5/5.0 (10 reviews),1.399227725,103.8896559
Al Hayat Indian Muslim Food @ Serangoon Avenue 4,"214 Serangoon Ave 4, Singapore 550214",No,Yes,No,Yes,Indian,3.3/5.0 (7 reviews),1.357324352,103.8736335
Al Hayat Indian Muslim Food @ Hougang Avenue 5,"322 Hougang Ave 5, Singapore 530322",No,Yes,No,Yes,Indian,2.8/5.0 (27 reviews),1.367098554,103.8969787
IKEA @ Tampines (Halal Line),"60 Tampines North Drive 2, Singapore 528764",Yes,No,No,Yes,"Western, Asian",4.2/5.0 (3656 reviews),1.37407267,103.9326614
Alley Wei Teppan-Yaki @ Bugis Junction,"200 Victoria St, Singapore 188021 #B1-K23",Yes,No,No,Yes,Japanese,2.0/5.0 (53 reviews),1.299112875,103.8554112
Fried Rice Story @ Anchorvale Street,"330 Anchorvale St, Singapore 540330 #Stall 7",Yes,No,No,Yes,"BBQ, Chinese, Singaporean, Seafood, Malay, Beef, Asian, Chicken",4.1/5.0 (20 reviews),1.396849799,103.8892468
Flips N Dips @ Paya Lebar Square,"60 Paya Lebar Road, Singapore 409051 #B1-51",No,Yes,Yes,No,"Malay, Western, Fusion",4.3/5.0 (88 reviews),1.31881487,103.8925808
Makan Singapura @ Keat Hong CC,"2 Choa Chu Kang Loop, #01-02/03 Keat Hong Community Club, Singapore 689687 #01-02/03",No,Yes,Yes,No,"Asian, Chinese, Western, Malay",1.5/5.0 (44 reviews),1.3840959,103.7449494
Just Lazzat @ Bedok North Avenue 2,"418 Bedok North Ave 2, Singapore 460418",Yes,No,No,Yes,"Fusion, Malay, Beef, Lamb, BBQ, Asian, Chicken, Indonesian, Opens 24 Hours",3.0/5.0 (11 reviews),1.328564212,103.9300365
Mukmin Restaurant @ Bedok North Street 2,"129 Bedok North Street 2, #01-26, Singapore 460129 #01-26",No,Yes,Yes,No,"Malay, Indian",4.2/5.0 (680 reviews),1.3275545,103.9380305
Pondok Tradisi @ Tampines Street 86,"872c Tampines Street 86, Singapore 523872",No,Yes,No,Yes,Malay,4.1/5.0 (9 reviews),1.355226471,103.9316263
My Nasi Ayam @ Ang Mo Kio Avenue 4 (Kedai Kopi),"108 Ang Mo Kio Avenue 4, Singapore 560108 #01-74",Yes,No,No,Yes,"Singaporean, Asian, Chinese",0/5.0 (0 reviews),1.370966352,103.8382019
My Nasi Ayam @ Yishun Central 12 (Kedai Kopi),"925 Yishun Central 12, Singapore 760925 #01-211",Yes,No,No,Yes,"Singaporean, Asian, Chinese",0/5.0 (0 reviews),1.4282309,103.8374503
My Nasi Ayam @ Haig Road (Kedai Kopi),"12 Haig Rd, Singapore 430012",Yes,No,No,Yes,"Singaporean, Asian, Chinese",3.7/5.0 (10 reviews),1.315608958,103.8960813
My Nasi Ayam @ Clementi Avenue 5 (Kedai Kopi),"380 Clementi Ave 5, Singapore 120380 #01-376",Yes,No,No,Yes,"Singaporean, Asian, Chinese",2.4/5.0 (5 reviews),1.318344291,103.767572
My Nasi Ayam @ Bukit Batok Street 31 (Kedai Kopi),"376 Bukit Batok Street 31, Singapore 650376",Yes,No,No,Yes,"Singaporean, Asian, Chinese",2.0/5.0 (2 reviews),1.358317052,103.7495799
My Nasi Ayam @ Bedok Food Centre,"1 Bedok Rd, Singapore 469572",Yes,No,No,Yes,"Singaporean, Asian, Chinese",3.1/5.0 (35 reviews),1.321236658,103.9286766
Mawar Merah Deli @ Sin Ming Drive,"176 Sin Ming Dr, Singapore 575721 #04-18",No,Yes,No,Yes,"Malay, Indonesian, Nasi Padang",5.0/5.0 (5 reviews),1.360901899,103.839928
Epok Epok Story @ Berseh Food Centre,"166 Jalan Besar, Singapore 208877 #B1-11",No,Yes,No,Yes,"Malay, Snacks",4.9/5.0 (19 reviews),1.307344109,103.8568888
Taste of Morocco El Hassan @ Ayer Rajah Food Centre,"503 W Coast Dr, Singapore 120503",No,Yes,No,Yes,"Mediterranean, Western",4.8/5.0 (16 reviews),1.311584337,103.759907
Aunty Sham Ayam Penyet @ Berseh Food Centre,"166 Jalan Besar, Singapore 208877 #9",No,Yes,No,Yes,"Asian, Indonesian",4.4/5.0 (9 reviews),1.307344109,103.8568888
O'Braim Express @ Our Tampines Hub,"1 Tampines Walk, Singapore 528523 #01-60",No,Yes,No,Yes,"Malay, Asian, Snacks",4.3/5.0 (16 reviews),1.352180469,103.940598
O'Braim @ Bedok North Street 3,"537 Bedok North Street 3, Singapore 460537",No,Yes,No,Yes,"Malay, Asian, Snacks",2.5/5.0 (2 reviews),1.331773008,103.9242365
